City,Price (CHF/Month),Net Price,Additional Costs,Rooms,Living Space,Street,PLZ/City,Description,Eigenschaften,Hauptangaben,Listing URL
Zurich,695.–,N/A,N/A,1,N/A,"Gartenstrasse,",4000 Basel,"English text at the end
Deutsch: Wir vermieten per sofort ein modern möbliertes Zimmer in der Stadt Basel.
Das Zimmer ist hell und modern eingerichtet. Folgende Möbel sind bereits vorhanden: Bett mit neuer Matratze und Bettbezug, Tisch mit Stuhl, Kleiderschrank, Lampen, Regal, LCD- TV, etc... Ebenfalls bieten wir ein kostenloses, sehr schnelles WLAN Internet an.
Alle Nebenkosten sind im Mietzins bereites inklusive. Das heisst: Strom, Wasser und Heizung müssen Sie nicht extra bezahlen.
Das Badezimmer und die Küche teilen Sie sich mit den freundlichen und ruhigen Mitbewohnern.
Gerne zeigen wir Ihnen das Zimmer persönlich. Wir freuen uns auf Ihre Kontaktaufnahme.English: We are offering a modern furnished room for immediate rent in the city of Basel.
English:
The room is bright and stylishly furnished. The following furniture is already provided: bed with a new mattress and bedding, table with chair, wardrobe, lamps, shelf, LCD TV, etc... We also offer free, high-speed Wi-Fi.
All additional costs are already included in the rent. This means you don’t need to pay separately for electricity, water, or heating.
You will share the bathroom and kitchen with friendly and quiet roommates.
We would be happy to show you the room in person. We look forward to hearing from you.","Waschmaschine, Kabel-TV, In Wohngemeinschaft","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Einzelzimmer', 'Anzahl Zimmer:': '1', 'Etage:': '2', 'Baujahr:': '2020'}",https://www.immoscout24.ch/mieten/4001919201
Zurich,1’780.–,CHF 1’520.–,CHF 260.–,2.5,"60
m2","Erlenmattstr. 75,",4058 Basel,"Kunterbunt und sympathisch, lebendig und unkompliziert, divers und freundlich – das alles ist das Bâleo Erlenmatt. Die Überbauung bietet ein super Angebotsmix für den Alltag: zum Einkaufen, für Fitness und Gesundheit, für die Kids genauso wie für ein relaxtes Feierabendbier. Per sofort oder nach Vereinbarung vermieten wir verschiedene Atrium 2.5 Zimmer Wohnungen mit folgendem Ausbaustandard:

- Offener Wohn- und Essbereich
- Moderne Küche mit Glaskeramik und Geschirrspüler
- Badezimmer mit Badewanne
- Küche, Wohnen, Essen, Schlafen Linoleum Boden
- Nasszellen mit Plattenboden
- Einbauschrank im Entrée
- Grosszügige Loggia mit Ausblick zum Atrium
- Eigene Kombi Waschmaschine/Tumbler im Reduit
- Kellerabteil vorhanden
- Lift
- Einstellplätze für CHF 180p/Mt.

Bitte beachten Sie, dass es sich um Beispielbilder handelt, welche dem Ausbaustandard der Wohnung entsprechen.

Das gesamte Wohnangebot und die Grundrisse finden Sie unter: https://baleo-erlenmatt.ch/freie-flaeche","Haustiere erlaubt, Garage, Neubau, Minergie zertifiziert, Minergie Bauweise","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '2', 'Wohnfläche:': '60 m2'}",https://www.immoscout24.ch/mieten/4001959817
Zurich,1’605.–,CHF 1’360.–,CHF 245.–,2.5,"56
m2","Redingstrasse 10,",4052 Basel,"Im Hochhaus an der Redingstrasse 10, im beliebten St. Alban Quartier, vermieten wir nach Vereinbarung diese neuer sanierte
2.5-Zimmerwohnung im 12. OG.
Die helle Wohnung verfügt über eine moderne Küche mit einem Essplatz, ein Wohn-/ und ein Schlafzimmer mit Parkettböden, ein praktisches Reduit mit einem Anschluss für eine eigene Waschmaschine/Tumbler und ein Badezimmer. Der grosse Balkon lädt zum Verweilen ein. Abstellplätze für Velos stehen zur Verfügung und Parkplätze für Autos und Motorräder können bei Bedarf dazu gemietet werden.
Von Ihrem möglichen neuen Zuhause aus, können Sie die umliegenden Velo-/, Jogging-/ und Fusswege nutzen. Die Birs und der St. Albanteich fliessen in unmittelbarer Nähe, grosszügige Parkanlagen, Einkaufsläden für den täglichen Bedarf sowie Kindergarten, Schulen und Sportanlagen liegen in wenigen Gehminuten entfernt. Die Buslinien 36 und 37 halten in den Quartierstrassen und der Autobahnanschluss ist in drei Minuten erreichbar.
Falls wir Ihre Interesse geweckt haben freuen wir uns auf Ihre Kontaktaufnahme.","Balkon / Terrasse, Keller, Reduit, Geschirrspüler, Kabel-TV, Aussicht, Garage, Lift","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '12', 'Wohnfläche:': '56 m2', 'Letztes Renovationsjahr:': '2023', 'Baujahr:': '1969'}",https://www.immoscout24.ch/mieten/4001959719
Zurich,2’190.–,CHF 2’040.–,CHF 150.–,3,"77
m2","Gerbergasse 70,",4001 Basel,"Wir vermieten eine hochwertig sanierte Wohnung in einem historischen Stadtgebäude mitten in der Altstadt von Basel.

Lassen Sie sich überzeugen:

- Hochwertige, moderne Küche mit Induktions-Kochfeld
- Neues Badezimmer mit Dusche und hochwertigen Materialien
- Eigene Waschmaschine und Tumbler in der Wohnung
- Grosszügiges Wohnzimmer, ausgestattet mit wunderschönen, alten Holzbalken, Wandmuster aus Holz und Parkettboden
- Schöne, alte Treppe zum Galeriezimmer

- Wenige Meter bis zum Barfüsserplatz
- Mitten in der Basler Innenstadt
- Geniessen Sie Ihren Apèro direkt vor der Haustüre
- In wenigen Gehminuten am schönen Rhein
- Alle Einkaufsläden direkt vor Ihrer Haustüre
- Bahnhof ist in Gehdistanz zu erreichen

Bitte beachten Sie, dass es sich bei den Fotos um Beispielbilder einer vergleichbaren Wohnung in der Liegenschaft handeln kann.

Wir freuen uns auf Ihre Anfrage!","Kabel-TV, Neubau, Eckhaus","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3', 'Etage:': '5', 'Wohnfläche:': '77 m2', 'Baujahr:': '1863'}",https://www.immoscout24.ch/mieten/4001669765
Zurich,3’515.–,CHF 3’075.–,CHF 440.–,4.5,"117
m2","Adlerstrasse 36,",4052 Basel,"Weitere Informationen zur Wohnung sowie den aktuellen Vermietungsstand finden Sie auf unserer Projektwebseite: www.adlerstrasse-basel.ch

Diese helle, frisch sanierte Galleriewohnung bietet das Beste aus beiden Welten: Urbanes Leben in zentraler Lage und gleichzeitig die Nähe zur Natur. Sie ist der ideale Ort für alle, die grosszügigen Raum und hohe Lebensqualität zu schätzen wissen. Die Wohnung kombiniert komfortables Wohnen mit einer entspannten Umgebung ein perfekter Rückzugsort.

Die Highlights auf einen Blick:

Helle Galerie mit Wendeltreppe
Wohn- / Schlafzimmer mit Parkett
Moderne Küche ausgestattet mit der Siemens-Küchengeräten
Nasszelle mit Duschwanne und Feinsteinzeugplatten
Separater WC
Eigener Waschturm im Untergeschoss
Dreifachverglaste Fenster
Kellerabteil
Lift
In der Tiefgarage stehen ausreichend Fahrradabstellplätze zur Verfügung. Zusätzlich können kreative Bastelräume bereits ab CHF 200.00 pro Monat gemietet werden, während Fahrzeuginnenstellplätze ab CHF 200.00 pro Monat zur Verfügung stehen.

Bitte beachten Sie, dass die abgebildeten Fotos Beispielbilder mit Visualisierungen des Ausbaustandards darstellen und leicht vom Original abweichen können.","Haustiere erlaubt, Balkon / Terrasse, Kabel-TV, Aussicht, Parkplatz, Garage, Lift","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '3', 'Wohnfläche:': '117 m2', 'Baujahr:': '2024'}",https://www.immoscout24.ch/mieten/4001915264
Zurich,1’917.–,CHF 1’627.–,CHF 290.–,3.5,"82
m2","Margarethenstrasse 59,",4053 Basel,"Wir bieten eine helle und gemütliche 3.5-Zimmer-Wohnung in einer begehrten Wohngegend an. Die Wohnung überzeugt durch ihre zentrale Lage und eine ideale Raumaufteilung. Die Nähe zur Innenstadt sowie die Erreichbarkeit von Naherholungsgebieten machen diese Lage besonders attraktiv. Schulen und Kindergärten sind ebenfalls in wenigen Minuten erreichbar. Es gibt eine gute Anbindung an Einkaufmöglichkeiten, Restaurants, kulturellen Angeboten und öffentliche Verkehrsmittel.

Die ruhige Wohnung ist wie folgt ausgestattet:

- neuwertige Einbauküche mit Geschirrspüler
- Bad/WC mit Badewanne, ohne Fenster
- sep. WC
- Wohn- und Esszimmer mit Parkettboden
- 2 Schlafzimmer
- Balkon mit Ausblick
- Lift
- Kellerabteil

Eine Gemeinschaftswaschküche mit separatem Trocknungsraum und Veloraum stehen im UG der Liegenschaft zur Verfügung.
Ein Einstellplatz für das Auto kann dazu gemietet werden.",Balkon / Terrasse,"{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '2', 'Wohnfläche:': '82 m2', 'Baujahr:': '1963'}",https://www.immoscout24.ch/mieten/4001903453
Zurich,1’861.–,CHF 1’700.–,CHF 161.–,2.5,"80
m2","Blochmonterstr. 4,",4054 Basel,"Unser Reihen-Mehrfamilienhaus befindet sich an einer ruhigen Quartierstrasse nähe Zolli (Seite Dorenbach).

Die grosszügige 2.5 Zimmer-Wohnung bietet:

Moderne, schöne Küche (eierschalenfarbig, Sockelleiste in Chrom), Geschirrwaschmaschine
Bad/Du/WC mit Fenster
Waschturm im Bad
Parkettboden im Wohn- und Schlafraum
Keramikplatten im Bad/Du/WC, Küche und Korridor
Balkon gegen Hinterhof/Garten

Für eine Besichtigung können Sie unseren Hauswart Herr G. Zarzana, Tel. +41 79 247 94 89 von Montag - Freitag von 08.00h - 16.00h anrufen.",,"{'Verfügbarkeit:': '01.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '1', 'Wohnfläche:': '80 m2', 'Baujahr:': '1949'}",https://www.immoscout24.ch/mieten/4001894480
Zurich,1’460.–,CHF 1’210.–,CHF 250.–,2,"56
m2","Paracelsusstrasse 65,",4058 Basel,"Wir vermieten per 01.05.2025 oder nach Vereinbarung eine gemütliche Wohnung in der Nähe vom Badischen Bahnhof.

Die Wohnung verfügt über folgende Ausstattung:

- Küche mit Backofen, Glaskeramik, Geschirrspüler und Plattenboden
- Alle Zimmer mit Parkettboden
- Bad/WC mit Badewanne
- Kellerabteil / Velokeller
- Waschküche mit Waschmaschine / Tumbler zur Mitbenützung
- Kein Lift

Die Liegenschaft befindet sich in unmittelbarer Nähe des Claraspitals.
Eine Tramlinie ist nach 2 Minuten Fussweg erreichbar.

Bitte beachten Sie, dass die Bilder den Ausbaustandard einer vergleichbaren Wohnung präsentieren.

Wir freuen uns auf Ihr Interesse!","Balkon / Terrasse, Kabel-TV, Kinderfreundlich, Garage","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': '2', 'Wohnfläche:': '56 m2', 'Baujahr:': '1963'}",https://www.immoscout24.ch/mieten/4001924356
Zurich,3’620.–,CHF 3’250.–,CHF 370.–,4.5,"118
m2","Schorenweg 36,",4058 Basel,"Im Hirzbrunnen-Quartier vermieten wir per 01.05.2025 eine moderne 4.5 Zimmerwohnung, welche mit folgendem Ausbau punktet:

- grosszügige Grundrissgestaltung 118m²
- offene helle Küche mit hochwertigen Geräten von Electrolux
- grosser Kühlschrank mit separatem Tiefkühlfach
- Glaskeramikherd, erhöhter Ofen und Steamer
- Wohnräume mit Parkettboden
- Nasszellen mit anthrazit Plattenboden
- Badezimmer mit Badewanne
- separates Bad mit Duschkabine
- Eigener Waschturm
- Loggia mit Weitblick
- Entrée mit Garderobe und weissen Einbauschränken
- drei grosszügige Zimmer
- Lift vorhanden
- Minergie-zertifiziert

Ein Einstellhallenplatz kann für monatlich CHF 170.- dazugemietet werden.

Zu Fuss erreichen Sie innert Kürze die Bushaltestelle 'Schorenweg', die Tramstation 'Eglisee' sowie diverse Einkaufsmöglichkeiten.


Wir freuen uns auf Ihr Interesse!","Haustiere erlaubt, Balkon / Terrasse, Kabel-TV, Aussicht, Kinderfreundlich, Garage, Lift, Neubau, Minergie zertifiziert, Minergie Bauweise","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '17', 'Wohnfläche:': '118 m2', 'Baujahr:': '2016'}",https://www.immoscout24.ch/mieten/4001924355
Zurich,1’805.–,CHF 1’595.–,CHF 210.–,1,"84
m2","Erlenmattstr. 73,",4058 Basel,"Im ""Bâleo Erlenmatt"" ist eine helle Wohnung mit folgendem Ausbaustandard verfügbar:

- Offener Wohn- und Essbereich
- Moderne Küche mit Induktionsherd, Backofen und Geschirrspüler
- Bad/WC mit einer Badwanne
- Alle Räume mit edlem Eichenparkett
- Nasszelle mit Plattenboden
- Eigene Waschmaschine/Tumbler im Bad
- Kellerabteil
- Lift

Ein Einstellplatz kann für CHF 180.00 / Monat dazu gemietet werden.

Bitte beachten Sie, dass die Bilder dem Ausbaustandard entsprechen und leicht vom Original abweichen können.

Die öffentlichen Verkehrsmittel finden Sie in der unmittelbaren Umgebung. Einkaufsmöglichkeiten sind im Untergeschoss vorhanden. Die Autobahn erreichen Sie in Kürze.

Das Gebäude ist nach Minergie und greenproperty gold zertifiziert.

Eine Liegenschaft mit
LIVING SERVICES
www.livingservices.ch

Wir freuen uns auf Ihre Bewerbung.","Haustiere erlaubt, Garage, Neubau, Minergie zertifiziert, Minergie Bauweise","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '1', 'Etage:': 'EG', 'Wohnfläche:': '84 m2', 'Baujahr:': '2019'}",https://www.immoscout24.ch/mieten/4001923520
Zurich,2’595.–,CHF 2’280.–,CHF 315.–,3.5,"84
m2","Adlerstrasse 32,",4052 Basel,"Weitere Informationen zur Wohnung sowie den aktuellen Vermietungsstand finden Sie auf unserer Projektwebseite: www.adlerstrasse-basel.ch

Suchen Sie ein modernes und komfortables Zuhause in zentraler Lage? Diese frisch sanierte 3.5-Zimmerwohnung im 2. Obergeschoss bietet Ihnen stilvolles Wohnen und besten Komfort. Perfekt für Menschen, die eine helle und grosszügige Wohnung mit neuwertiger Ausstattung schätzen.

Die Highlights im Überblick:

Wohn- / Schlafzimmer mit Parkett
Moderne Küche ausgestattet mit der Siemens-Küchengeräten
Nasszelle mit Duschwanne und Feinsteinzeugplatten
Kleiner Balkon
Eigener Waschturm im Untergeschoss
Dreifachverglaste Fenster
Kellerabteil
Lift
In der Tiefgarage stehen ausreichend Fahrradabstellplätze zur Verfügung. Zusätzlich können kreative Bastelräume bereits ab CHF 200.00 pro Monat gemietet werden, während Fahrzeuginnenstellplätze ab CHF 200.00 pro Monat zur Verfügung stehen.

Bitte beachten Sie, dass die abgebildeten Fotos Beispielbilder mit Visualisierungen des Ausbaustandards darstellen und leicht vom Original abweichen können.","Haustiere erlaubt, Balkon / Terrasse, Aussicht, Parkplatz, Garage, Lift","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '2', 'Wohnfläche:': '84 m2', 'Letztes Renovationsjahr:': '2024', 'Baujahr:': '2024'}",https://www.immoscout24.ch/mieten/4001910345
Zurich,2’140.–,CHF 1’950.–,CHF 190.–,1.5,"51
m2","Rheinfelderstrasse 1,",4058 Basel,"Weitere Informationen zur Wohnung sowie zum aktuellen Vermietungsstand finden Sie auf unserer Projektwebseite: www.rheinfelderstrasse-basel.ch

Wir vermieten eine frisch sanierte und geräumige 1.5-Attikawohnung in bester Lage. Ideal für Singles und Pendler.

Highlights der Wohnung:

Minergie-zertifiziert
Galerie mit Wendeltreppe
Wohn-/Schlafbereich mit Klötzliparkett aus Eiche
Moderne Küche, abschliessbare Küche ausgestattet mit Siemens-Küchengeräten
Nasszelle mit keramischen Bodenplatten und einer Duschwanne
Grosser Aussenbereich
Dreifachverglaste Fenster
Eigenes Kellerabteil
Lift
Im Untergeschoss befindet sich eine gemeinschaftliche Waschküche, die mit modernen Waschmaschinen und Trocknern ausgestattet ist. Ein Veloraum steht im Erdgeschoss für alle Mieter zur Verfügung. Einstellplätze können ab CHF 220.00/Monat gemietet werden.
Kontaktieren Sie uns noch heute, um Ihren Wunschtermin zu sichern.

Bitte beachten Sie, dass die abgebildeten Fotos Beispielbilder mit Visualisierungen des Ausbaustandards darstellen und leicht vom Original abweichen können.","Balkon / Terrasse, Aussicht, Parkplatz, Garage, Lift, Minergie Bauweise","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Attikawohnung', 'Anzahl Zimmer:': '1.5', 'Etage:': '5', 'Wohnfläche:': '51 m2', 'Baujahr:': '2024'}",https://www.immoscout24.ch/mieten/4001910344
Zurich,2’630.–,CHF 2’290.–,CHF 340.–,4.5,"91
m2","Rheinfelderstrasse 3,",4058 Basel,"Weitere Informationen zur Wohnung sowie zum aktuellen Vermietungsstand finden Sie auf unserer Projektwebseite: www.rheinfelderstrasse-basel.ch

Diese moderne und energieeffiziente Wohnung bietet den idealen Wohnraum in bester Lage. Die perfekte Kombination aus Komfort, Nachhaltigkeit und praktischen Annehmlichkeiten macht dieses Zuhause zu einem Rückzugsort für die ganze Familie.

Überzeugen Sie sich von den Highlights:

Minergie-zertifiziert
Wohn- und Schlafzimmer mit Eichenklötzliparkett
Moderne, offene Küche ausgestattet mit Siemens-Küchengeräten
Nasszelle mit keramischen Bodenplatten und Duschwanne
Separates WC
Balkon vorhanden
Dreifachverglaste Fenster
Eigenes Kellerabteil
Lift
Im Untergeschoss befindet sich eine gemeinschaftliche Waschküche, die mit modernen Waschmaschinen und Trocknern ausgestattet ist. Ein Veloraum steht im Erdgeschoss für alle Mieter zur Verfügung. Einstellplätze können ab CHF 220.00/Monat gemietet werden.

Bitte beachten Sie, dass die abgebildeten Fotos Beispielbilder mit Visualisierungen des Ausbaustandards darstellen und leicht vom Original abweichen können.","Haustiere erlaubt, Balkon / Terrasse, Aussicht, Parkplatz, Garage, Lift, Minergie Bauweise","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '1', 'Wohnfläche:': '91 m2', 'Letztes Renovationsjahr:': '2024', 'Baujahr:': '2024'}",https://www.immoscout24.ch/mieten/4001908626
Zurich,3’246.–,CHF 2’960.–,CHF 286.–,4.5,"155
m2","Blochmonterstr. 4,",4054 Basel,"Unser Reihen-Mehrfamilienhaus befindet sich an einer ruhigen Quartierstrasse nähe Zolli (Seite Dorenbach).

Die grosszügige 4.5 Zimmer-Maisonette-Wohnung bietet:

Moderne, schöne Küche (eierschalenfarbig, Sockelleiste in Chrom), Geschirrwaschmaschine
Bad/Du/WC mit Fenster / Waschturm
Dusche/WC im oberen Stock mit Dachfenster
3 grosse Schlafzimmer mit Parkettboden
Wohnzimmer-/Esszimmer mit Parkettboden
Keramikplatten im Bad/Du/WC, Küche und Korridor
Balkon gegen Hinterhof/Garten
Kein Lift

Für eine Besichtigung können Sie unseren Hauswart Herr G. Zarzana, Tel. +41 79 247 94 89 von Montag - Freitag von 08.00h - 16.00h anrufen.",Balkon / Terrasse,"{'Verfügbarkeit:': '16.04.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '4.5', 'Etage:': '3', 'Wohnfläche:': '155 m2', 'Baujahr:': '1949'}",https://www.immoscout24.ch/mieten/4001894479
Zurich,1’820.–,CHF 1’520.–,CHF 300.–,2.5,"73
m2","Gellertstrasse 2a,",4052 Basel,"Das St. Alban-Quartier, in welchem sich das ""Gellertquartier"" befindet, gilt als vornehmster und grünster Stadtteil von Basel.

In nur wenigen Gehminuten gelangt man von der Liegenschaft ans Rheinufer, welches zum Verweilen einlädt. Die Tramhaltestelle der Linie 3 ist in wenigen Schritten zu erreichen und die Autobahnauffahrt Basel-Wettstein befindet sich in einer Distanz von einem Kilometer.

Diese Wohnung bietet Ihnen folgenden Komfort:

    moderne Küche mit Geschirrspülmaschine, Glaskeramikherd und Essplatz
    Bad/WC mit Badewanne 
    Sämtliche Zimmer mit Parkettböden ausgestattet
    Balkon
    Hobbyraum mit eigenem Waschturm im UG
    Kellerabteil
    Lift

Bei Bedarf können Einstellplätze für CHF 160.00 dazugemietet werden.

Haben wir Ihr Interesse geweckt? Dann zögern Sie nicht, uns zu kontaktieren.","Balkon / Terrasse, Lift, Stromanschluss, Wasseranschluss, Abwasseranschluss","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '1', 'Wohnfläche:': '73 m2', 'Baujahr:': '1982'}",https://www.immoscout24.ch/mieten/4001810866
Zurich,1’470.–,CHF 1’320.–,CHF 150.–,2,"45
m2","Amerbachstrasse 66,",4057 Basel,"- Wunderschöne Küche und Badezimmer
- Helle, weiträumige Zimmer
- Balkon
Lage:
- Kleinbasel
- Praktische Verbindungen: Tram- und Busstation nur 100 Meter entfernt
Die Bilder sind von einer ähnlichen Wohnung in der selben Liegenschaft.
Für eine Besichtigung kontaktieren Sie Herr Ay 0799623192","Balkon / Terrasse, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': '3', 'Wohnfläche:': '45 m2'}",https://www.immoscout24.ch/mieten/4001761552
Zurich,1’370.–,CHF 1’220.–,CHF 150.–,2,"37
m2","Amerbachstrasse 64,",4057 Basel,"Entdecken Sie diese charmante 2-Zimmer-Wohnung im Erdgeschoss eines modernen Gebäudes in Basel. Mit einer Wohnfläche von 37 m² und einer Gesamtfläche von 45 m² bietet diese Wohnung den perfekten Rückzugsort für Singles oder Paare.
Highlights der Wohnung:
Helle Räume: Die Wohnung profitiert von viel Sonnenlicht, besonders im Sommer.
Balkon: Geniessen Sie Ihre Freizeit auf dem eigenen Balkon.
Renoviert: Zuletzt im Jahr 2018 renoviert, präsentiert sich die Wohnung in einem modernen Zustand.
Eingang: Privat Eingang
Lage und Umgebung:
Ruhige Lage: Geniessen Sie eine angenehm ruhige Umgebung, sowohl tags als auch nachts.
Einkaufsmöglichkeiten: Ein Migros-Supermarkt ist nur 2 Gehminuten entfernt.
Öffentlicher Verkehr: Die Tramhaltestelle ""Ciba"" erreichen Sie in 11 Gehminuten.
Naherholung: Der Rhein ist nicht weit entfernt, perfekt für Spaziergänge am Wasser.
Fähre: Die St. Johann Fähre ""Ueli"" ist in 9 Gehminuten erreichbar.
Diese Wohnung in der Amerbachstrasse 64 bietet eine ideale Kombination aus städtischem Komfort und Ruhe. Sie ist sofort verfügbar und wartet darauf, Ihr neues Zuhause zu werden. Ob Sie Student, Berufseinsteiger oder einfach auf der Suche nach einer gemütlichen Wohnung in Basel sind - hier werden Sie sich wohlfühlen.","Balkon / Terrasse, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2', 'Etage:': 'EG', 'Wohnfläche:': '37 m2', 'Nutzfläche:': '45 m2', 'Letztes Renovationsjahr:': '2018'}",https://www.immoscout24.ch/mieten/4000976400
Zurich,1’540.–,N/A,N/A,2.5,"58
m2","Gellertpark 4,",4052 Basel,"Diese helle, geräumige Wohnung vermieten wir an zentraler und doch sehr ruhiger Lage.

Die Wohnung bietet:
- Schöne Park-Atmosphäre mit Bäumen
- Grossen Balkon
- Helle und grosszügige Räumlichkeiten
- Ruhige und zentrale Lage
- Geschirrspülmaschine
- Badezimmer mit Badewanne
- Kellerabteil
- Grosser Einbaukasten
- Praktischen Grundriss
- Tram Nr. 3 und Nr. 14 sowie Bus Nr. 37
- Nahe Einkaufsmöglichkeiten
- Stadtzentrum in 10 Minuten zu Fuss erreichbar
- Autobahnanschluss in 2 Minuten erreichbar
Es sind keine Haustiere erlaubt.","Balkon / Terrasse, Aussicht, Ruhige Lage, Kinderfreundlich","{'Verfügbarkeit:': '01.06.2025', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '2', 'Wohnfläche:': '58 m2'}",https://www.immoscout24.ch/mieten/4001997616
Zurich,2’028.–,CHF 1’768.–,CHF 260.–,3.5,"70
m2","Laufenstrasse 4,",4053 Basel,"Wir vermieten per 1. Februar 2025 oder nach Vereinbarung diese schöne, renovierte 3,5-Zimmerowohnung im 3. Obergeschoss mit folgendem Raumprogramm:
Offener Eingangsbereich mit Wandschrank
Bad/WC mit Badewanne
offene Küche mit Essbereich mit weiteren grossen Schränken, Granitabdeckung, Geschirrwaschmaschine, Glaskeramikherd, Dampfabzug, grossem Kühlschrank mit separatem Tiefkühlteil mit Schubladen
Schlafzimmer mit Aussicht auf den Bahnhof SBB
Schlafzimmer zur Laufenstrasse mit Balkon
Wohnzimmer mit Aussicht auf mehrere Seiten und 2. Balkon
Die Küche und das Bad sowie Eingangsbereich verfügen über einen Plattenboden, die Zimmer über einen Parkettboden.
Zur Wohnung gehört ein Kellerabteil. Die Waschküche zur Mitbenützung befindet sich im 2. UG. Jeder Mieter hat einen eigenen Waschtag pro Woche. In der dazu gehörenden Einstellhalle kann ein Einstellplatz dazu gemietet werden.
Gerne informieren wir Sie über die Besichtigungsmöglichkeiten dieser ansprechenden Wohnung.","Haustiere erlaubt, Balkon / Terrasse, Kabel-TV, Aussicht, Garage, Lift","{'Verfügbarkeit:': 'Sofort', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '3.5', 'Etage:': '3', 'Wohnfläche:': '70 m2', 'Letztes Renovationsjahr:': '2019', 'Baujahr:': '1976'}",https://www.immoscout24.ch/mieten/4001687224
Zurich,1’990.–,CHF 1’755.–,CHF 235.–,2.5,"63
m2","Adlerstrasse 32,",4052 Basel,"Weitere Informationen zur Wohnung sowie den aktuellen Vermietungsstand finden Sie auf unserer Projektwebseite: www.adlerstrasse-basel.ch

Entdecken Sie diese einladende 2.5-Zimmerwohnung, die mit ihrem hellen und optimal möbelierbaren Grundriss vielseitige Gestaltungsmöglichkeiten bietet.

Die Highlights auf einen Blick:

Wohn- / Schlafzimmer mit Parkett
Moderne Küche ausgestattet mit der Siemens-Küchengeräten
Nasszelle mit Duschwanne und Feinsteinzeugplatten
Kleiner Balkon
Eigener Waschturm im Untergeschoss
Dreifachverglaste Fenster
Kellerabteil
Lift
In der Tiefgarage stehen ausreichend Fahrradabstellplätze zur Verfügung. Zusätzlich können Bastelräume bereits ab CHF 200.00 pro Monat gemietet werden, während Einstellplätze ab CHF 200.00 pro Monat zur Verfügung stehen.

Bitte beachten Sie, dass die abgebildeten Fotos Beispielbilder mit Visualisierungen des Ausbaustandards darstellen und leicht vom Original abweichen können.","Haustiere erlaubt, Balkon / Terrasse, Kabel-TV, Aussicht, Parkplatz, Garage, Lift","{'Verfügbarkeit:': 'Nach Vereinbarung', 'Objekttyp:': 'Wohnung', 'Anzahl Zimmer:': '2.5', 'Etage:': '2', 'Wohnfläche:': '63 m2', 'Letztes Renovationsjahr:': '2024', 'Baujahr:': '2024'}",https://www.immoscout24.ch/mieten/4001910343
